Gene_ID	TET1_ALT_1	TET1_ALT_2	TET1_ALT_3	Empty_Vector_1	Empty_Vector_2	Empty_Vector_3	TET1_FL_1	TET1_FL_2	TET1_FL_3
NEURL2	29.1132	35.6705	34.2978	16.4573	24.8787	31.1955	42.9397	26.4115	19.8694
GFER	452.276	460.405	500.868	442.359	421.38	451.428	460.597	458.007	424.707
SLC4A2	6382.34	6704.14	6613	6059.19	6515.04	6191.15	5546.36	6715.22	6233.55
LOC100505876	840.401	826.398	756.045	938.912	816.53	946.014	895.233	741.316	765.956
RNF152	57.1784	56.5409	40.0695	56.3514	67.865	67.7143	30.1582	42.0393	45.1816
IFI44L	61.8145	55.8678	49.3163	69.0305	67.248	58.3095	74.0246	87.3975	72.2905
PPAPDC1A	57.6935	64.6182	67.8099	52.1251	61.6955	49.8452	46.6081	58.6337	52.7119
TMEM234	175.141	184.431	212.676	163.419	170.279	173.048	200.14	172.582	182.232
KIAA1107	141.658	137.987	155.654	162.01	152.388	155.179	202.882	213.515	231.932
MCAM	1078.15	1129.47	1141.98	1111.53	1006.87	1003.49	1115.85	1206.97	1106.95
CHST3	741.773	761.283	721.25	686.079	737.261	673.381	597.68	737.9	612.964
MOXD1	454.851	440.212	454.634	443.063	438.655	420.393	529.139	521.066	555.734
RAPGEF5	559.936	592.334	536.314	594.508	601.531	586.857	523.655	623.952	628.024
MCOLN2	507.394	495.406	499.327	600.143	513.306	536.071	477.047	491.196	513.564
PRKCB	106.63	109.043	114.044	111.294	119.689	126.964	131.599	171.476	123.496
ATP10D	446.094	455.693	454.634	493.779	486.777	451.428	405.764	425.924	399.104
PIAS4	555.815	517.619	613.371	473.352	513.923	521.964	485.272	545.404	507.54
ARIH1	2484.43	2375.39	2250.05	2439.31	2530.75	2607.94	2472.97	2493.59	2453.36
PVRL2	1431.52	1389.96	1481.03	1214.37	1390	1359.93	1318.73	1448.14	1251.53
APOE	54.6028	57.214	58.5631	35.924	54.292	48.9047	52.0914	70.803	84.339
PHF10	1083.61	1064.17	961.081	1230.78	1083.73	1121.01	933.593	919.279	983.007
MCOLN1	257.045	262.511	285.11	250.764	240.612	257.69	260.457	274.362	216.872
UST	808.224	810.42	799.848	863.586	813.763	826.678	844.428	837.467	899.114
PLEKHG3	1185.29	1312.56	1226.74	1079.13	1193.81	1166.19	1036.34	1132.85	1150.62
NEK11	103.539	95.5811	98.6325	101.433	105.499	106.274	82.2495	86.2913	82.8329
BLM	2338.65	2159.33	2140.63	2322.38	2366.02	2314.51	2154.94	2129.62	2250.04
ASPDH	7.72681	10.7697	4.6234	9.8615	14.19	11.2857	5.4833	7.74408	9.03632
NAMPT	1188.38	1190.05	1115.78	1481.34	1277.71	1210.39	1453.07	1173.78	1305.75
OSBPL8	4098.3	3879.78	3424.4	4579.96	4142.23	4089.19	4660.81	3709.41	4408.22
CD207	28.8467	24.9049	27.7404	27.4713	33.9325	36.6786	21.9332	30.9763	25.6029
SLC16A13	41.2096	39.0402	40.0695	33.1065	26.529	39.5	54.833	37.6141	33.1332
LINC00173	11.8478	7.40417	6.16453	11.2703	11.1052	15.0476	16.4499	14.3819	12.0484
CPD	5422.67	5403.02	5159.71	5438.62	5554.44	5498.96	5699.89	5704.07	6114.58
STOX1	195.746	157.507	157.196	229.632	223.338	175.869	249.49	212.409	225.908
DCP2	6911.89	6782.89	5993.47	7398.24	7088.76	6957.39	6353.17	6600.17	7352.55
GNB4	4441.37	4208.26	3846.67	4908.91	4501.92	4389.2	4329.07	3745.92	4207.91
MIR4639	0.51512	0.673106	1.54113	0	0.616955	0	0	0	0
CDK2AP2	361.099	374.92	399.153	352.901	362.152	356.44	386.573	383.885	301.211
TAB2	1590.69	1631.61	1518.02	1615.88	1692.92	1837.69	1705.31	1492.39	1498.52
SNORA53	43.2701	32.9822	70.8921	23.9494	33.9325	23.5119	98.6994	35.4015	40.6634
AZI1	1005	1111.3	978.62	974.88	885.947	961.166	1000.7	1213.61	1081.35
API5	3556.39	3545.92	3567.72	4029.83	3631.39	3696.07	3643.65	3279.06	3402.17
CDKN2C	1203.32	1175.92	1251.4	1203.81	1074.73	1101.3	1277.61	1230.2	1156.65
PRH1-PRR4	73.1086	72.3981	92.2273	99.9795	83.644	104.849	105.096	88.7923	74.3482
SELO	869.523	893.212	987.866	778.354	845.228	872.762	732.021	910.482	748.508
JAK2	245.197	247.703	215.759	257.103	272.694	248.286	241.265	220.153	231.932
CD58	169.475	183.758	164.901	185.255	206.063	180.571	213.849	174.795	177.714
FZR1	1356.83	1410.83	1511.85	1229.17	1395.55	1283.75	1165.2	1349.68	1231.95
RPL13	17645.5	18088.4	22263.2	17167.5	16026	16425.4	19265.6	19929.9	17581.7
MIR937	0.51512	2.01932	1.54113	0.704393	0.616955	0	5.4833	0	0
LOC100134368	9.78729	12.789	18.4936	6.33954	9.87127	9.40476	19.1916	8.85038	10.5424
SYPL1	1129.66	1111.97	955.503	1258.05	1140.75	1164.31	1307.77	1037.71	1022.61
TMEM179B	831.073	804.573	973.371	781.777	777.261	755.673	901.467	823.624	737.163
TBX2	453.306	462.424	493.163	358.536	421.997	456.131	353.673	362.865	323.801
LRRC47	2276.83	2191.63	2334.82	2197.71	2199.44	2056.82	1834.16	2218.13	2046.73
ERMP1	921.035	919.463	881.528	922.05	984.042	940.476	885.553	1022.22	1094.9
CAAP1	864.372	808.401	793.684	1079.83	898.286	870.881	1085.69	867.337	953.332
TAGLN2	4830.28	4829.54	5549.62	4749.72	4636.41	4279.17	4737.57	5181.9	4611.53
PIBF1	1783.49	1811.41	1757.21	2097.96	1813.48	1911.14	1960.28	1735.78	1991
ZDHHC21	468.76	489.348	366.79	486.031	523.177	548.297	504.464	421.499	525.612
SPDYC	104.569	90.1962	112.503	71.8481	96.8619	84.6428	123.374	101.779	114.46
PIN1	1586.57	1514.49	1875.56	1439.78	1517.09	1358.05	1414.69	1622.94	1393.1
MAP3K2	2260.35	2205.77	1918.71	2348.45	2258.05	2418.9	1965.76	1963.68	2159.68
ARSJ	54.0876	53.1754	52.3985	53.5339	45.6546	44.2024	43.8664	47.5708	66.2663
LMNB2	9335.01	9319.16	9020.25	9122.59	8712.01	8098.44	7610.82	9009.68	8064.91
BOP1	1608.21	1709.69	1693.71	1630.67	1602.23	1503.82	1409.21	1707.02	1522.62
S1PR5	209.139	217.413	238.876	206.387	204.212	163.643	211.107	219.047	174.702
AVPI1	267.348	257.8	251.205	281.757	275.162	261.452	208.365	284.318	266.571
PIK3AP1	343.585	352.708	369.872	380.372	405.956	362.083	296.098	327.464	381.031
SLC7A5P1	92.7217	105.005	120.208	66.9173	74.0345	102.512	79.5079	86.2912	79.8208
TNIP2	639.265	704.742	656.523	655.085	599.68	589.678	534.622	648.29	570.794
HMGN2	2235.11	1950.66	2151.42	2013.15	1821.25	1943.02	2242.67	1772.29	1638.59
CCDC157	122.257	146.864	170.184	128.846	119.15	107.867	107.229	123.522	130.777
HIST1H2BO	6174.23	5939.49	6925.85	6151.46	5337.89	5308.05	6399.01	6693.1	5790.77
TMEM135	1219.29	1102.55	1166.64	1218.6	1227.12	1230.14	1390.02	1266.71	1289.18
UBE2F-SCLY	62.8691	88.344	152.858	68.4645	48.7913	18.8551	147.757	92.8753	0
CASP8	179.777	177.027	172.607	220.475	180.768	193.738	216.59	222.366	222.896
GLCE	1185.29	1143.61	1138.9	1231.98	1204.91	1165.25	1236.48	1253.44	1313.28
ARFGEF1	1608.72	1614.78	1545.76	1607.42	1692.31	1651.48	1705.31	1636.21	1691.3
MFI2	467.745	457.12	495.702	401.08	429.271	467.124	529.548	530.233	565.109
C12orf60	78.2983	76.7341	94.0091	71.8481	75.2684	70.5357	79.5079	61.9526	70.7845
KCNJ11	268.378	298.186	265.075	264.147	250.484	254.869	276.907	288.744	272.596
GINS3	1211.56	1212.26	1303.8	1436.96	1290.67	1306.32	1088.44	1135.06	1159.66
FLRT3	408.491	401.171	413.024	412.07	425.699	414.75	430.439	368.397	423.201
SP3	2962.46	2956.96	2664.62	3140.18	3060.71	2981.31	3092.58	2849.82	3251.57
UBE2S	1245.05	1369.77	1917.17	1041.09	1141.98	1186.88	1113.11	1411.64	1275.63
CCDC162P	15.9687	18.1739	13.8702	13.3835	13.573	14.1071	27.4165	12.1693	22.5908
GLT8D1	900.836	860.515	932.582	951.782	961.39	917.295	956.843	961.942	979.074
UBR1	1150.78	1120.72	1055.68	1116.46	1250.57	1251.77	1154.23	1193.69	1301.23
MIR181B2	1.54536	0.673106	1.54113	0	0.616955	0.940476	0	0	3.01211
MUSTN1	10.3695	4.70981	8.54019	11.2236	15.4006	9.91461	6.28664	9.95266	17.2219
RNF11	1069.91	988.12	1001.74	1055.18	1063.01	1117.29	992.478	932.608	914.174
VAPA	2452.49	2378.76	2459.65	2621.05	2630.69	2428.31	2538.77	2452.66	2634.09
SIX5	317.314	325.11	303.603	233.154	307.86	280.262	298.84	384.991	331.332
ZNF121	1361.98	1499.01	1354.66	1560.23	1507.84	1454.92	1348.89	1270.03	1414.18
FBXL14	223.562	221.452	226.547	168.35	217.168	205.024	148.049	194.708	236.45
OSBPL10	286.917	311.647	294.356	266.261	248.016	294.368	268.681	298.7	304.223
FANCD2	2997.49	2916.57	3023.7	3007.76	3089.71	3061.07	3194.02	3162.9	3241.03
HES5	139.598	148.083	161.819	115.52	121.54	147.655	161.757	196.921	198.799
ABCE1	6455.37	5808.13	6024.27	6785.26	6463.2	6324.62	6138.46	5457.32	6338.98
NDUFA3	938.034	959.176	1047.97	975.584	805.126	775.893	981.511	917.12	890.077
CENPB	2537.48	2630.5	2857.26	2490.73	2560.36	2370.94	2064.46	2587.63	2313.3
PRPH	29.877	25.578	33.9049	21.1318	27.763	23.5119	35.6415	57.5274	28.615
HES4	1229.59	1328.71	1989.6	862.177	1036.48	1221.68	1420.18	1725.82	1284.66
C2orf27A	17.5141	24.2318	16.9525	33.8109	26.529	21.6309	27.4165	21.0196	18.0726
RANBP6	1722.05	1736.61	1775.39	2100.5	1932.3	1754.93	1699.82	1601.92	1790.7
RTKN	794.831	751.86	818.342	717.072	751.451	764.607	742.987	748.963	688.266
LOC646278	51.512	54.5216	40.0695	62.691	51.8242	63.0119	54.833	40.933	34.6392
ZNF282	1980.64	2024.7	2046.62	1724.35	1952.66	1948.67	1910.93	2145.11	1903.65
PIGN	928.762	924.175	870.74	1072.09	951.961	946.119	1014.41	928.183	1097.91
TRIM11	1076.6	1112.64	1141.98	1040.39	1056.23	1096.59	965.061	1047.66	1003.03
GRTP1	267.863	276.647	263.534	243.016	247.399	268.976	246.749	269.936	265.065
PROK2	41.7248	41.0595	53.9397	37.3328	40.719	30.0952	49.3497	34.2952	37.6513
PANX1	636.689	604.449	608.748	624.797	653.972	643.285	567.522	601.826	665.675
ZNF404	34.5131	30.2898	36.9872	35.924	38.2512	40.4405	46.6081	30.9763	34.6392
CABYR	92.2066	88.1769	87.8446	90.8667	103.648	119.44	65.7996	86.2912	88.8571
CENPJ	816.466	912.059	792.142	955.861	888.414	904.738	726.537	821.979	956.344
ACSL4	3866.49	3591.7	3279.53	4327.09	3944.81	3761.9	4287.94	3509.17	4096.46
LCOR	1713.29	1824.12	1481.03	1833.53	1820.02	2001.33	1719.01	1669.4	1725.94
ZNF587B	413.642	479.925	363.707	491.666	471.353	480.583	342.706	359.547	432.237
ZBTB14	310.618	306.936	282.027	330.36	329.454	305.655	323.515	309.763	329.826
ANK3	724.775	784.842	685.804	767.084	804.509	791.881	965.061	877.294	941.283
PMS2	416.732	411.268	414.565	408.548	402.254	412.869	452.372	424.818	465.37
ACOX1	2144.57	2124.6	2065.3	2153.56	2172.99	2145.18	2192.64	2004.18	2233.69
KLK7	135.477	120.486	149.49	125.382	115.37	115.679	145.307	125.012	143.075
LRCH1	476.486	516.273	457.717	498.006	536.133	530.428	364.64	475.708	457.84
ZNF566	269.408	258.473	228.088	256.399	317.115	302.833	328.998	272.149	346.392
CLPP	1674.14	1595.26	1958.78	1485.56	1599.76	1513.23	1631.28	1809.9	1509.07
SLC39A10	3553.3	3062.63	3230.21	3649.46	3490.11	3532.43	3860.24	3447.22	4013.63
FZD2	298.77	271.262	340.59	263.443	280.714	228.536	238.524	396.054	338.862
GTF2A1	1762.23	1645.07	1431.71	1927.22	1707.11	1835.81	1691.6	1364.06	1629.55
DNALI1	23.1804	16.1546	15.4113	19.723	26.529	27.2738	10.9666	15.4882	12.0484
DHX32	994.487	962.558	1015.86	1052.88	999.415	1043.93	1182.06	1142.47	1285.63
CORO1B	1122.96	1173.22	1288.39	1051.66	1135.81	1099.42	1080.21	1389.51	1212.37
ZNF845	531.604	500.791	443.846	573.376	539.835	523.845	531.88	505.578	606.939
SLC25A5-AS1	81.0688	77.3004	82.3566	81.5943	83.9098	86.3033	96.5988	84.8854	92.1539
GALNT4	385.341	391.081	367.752	384.522	426.513	464.59	419.473	398.267	466.876
ZRANB3	468.245	465.79	426.894	482.509	505.286	467.416	466.081	495.621	492.479
SH3BP5L	557.875	547.909	604.124	552.948	514.54	530.428	498.98	591.869	582.842
LATS2	346.676	380.978	331.344	383.19	373.257	384.655	339.965	325.251	316.271
FTH1P3	11.3327	12.789	7.70567	14.7923	11.7221	16.9286	5.4833	9.95667	12.0484
NDUFS7	1120.39	1054.08	1266.81	1049.55	1054.38	940.476	1069.24	1246.8	1158.15
MTRNR2L6	0	0	1.54113	13.3835	0	10.3452	43.8664	0	0
UBE2Q2P1	69.9496	94.235	76.9309	71.748	55.9053	66.7367	65.7996	74.0034	52.7121
HIST3H2A	3018.09	3155.52	4379.9	2966.2	2274.71	2717.03	3462.7	3294.55	2664.21
GAK	2051.21	1950.66	2021.97	1723.65	1979.19	1884.71	1710.79	1989.12	1887.08
CNTLN	572.299	519.638	463.881	625.501	542.303	605.666	515.43	585.231	528.625
AK5	61.2993	57.8871	63.1865	54.2383	50.5903	60.1905	93.2161	73.0156	64.7603
MIR4442	0	0	0	0.704393	1.23391	0	0	0	0
CEP97	1303.25	1268.13	1123.49	1349.62	1317.81	1329.83	1269.38	1303.22	1570.81
TROVE2	2955.81	2857.83	2504	3194.23	3179.48	2876.1	2772.98	2739.66	3061.68
PRPF39	1381.04	1366.41	1225.2	1486.97	1404.81	1393.79	1398.24	1132.85	1426.23
UIMC1	1444.4	1454.58	1534.97	1715.9	1538.68	1536.74	1414.69	1348.58	1521.11
MFI2-AS1	37.5886	49.7294	42.1537	39.1653	32.2109	36.0311	35.2319	62.7425	58.3968
TAPBPL	15.0435	14.2387	12.3649	15.5317	18.6302	27.6562	16.5339	12.1934	21.1438
CYBA	2784.74	2840.51	3825.09	2582.3	2482.62	2547.75	2867.77	3156.27	2736.5
NEDD1	1030.76	1002.93	927.762	1227.76	1125.94	1000.67	1159.72	1049.88	1143.09
USP32	1259.47	1284.29	1194.38	1277.06	1335.09	1297.86	1118.59	1334.19	1325.33
SKA1	582.086	504.157	542.479	574.785	594.744	584.976	715.571	584.125	688.266
RAET1G	22.0214	24.2042	35.446	22.3913	18.1088	16.9109	11.9124	25.4448	24.0968
PRKD3	3274.62	3245.05	3168.57	3233.16	3406.82	3400.76	3580.6	3265.79	3453.38
A1BG-AS1	102.179	97.4724	89.5099	108.608	107.012	99.1059	75.7571	104.78	108.127
SOX8	589.813	645.509	624.159	506.458	603.998	570.869	466.081	571.956	543.685
TRMT44	558.906	553.293	611.83	509.276	536.133	554.881	372.864	492.302	447.298
LOC100507118	17.4738	27.9239	15.4878	23.6474	30.3405	40.0493	16.4281	17.7753	16.7927
BRWD1	3183.96	3442.27	2909.66	3402.22	3435.82	3581.33	2993.88	2915.09	3393.14
CCDC62	43.2701	38.3671	33.9049	50.7163	40.102	47.0238	46.6081	28.7637	39.1574
C2orf88	90.6612	97.6004	83.2212	90.1623	117.838	122.262	106.924	100.673	134.039
ALDH3A1	15.9687	16.1546	15.4113	14.0879	14.8069	9.40476	13.7083	17.7008	13.5545
ODF3B	9.78729	21.5394	20.0347	10.5659	10.4882	10.3452	13.7083	6.63778	15.0605
CD164	4196.69	3722.28	3965.34	4062.23	4343.98	4433.4	4260.53	3516.92	4110.02
CDC42EP1	1813.74	1650.46	1960.32	1476.41	1706.5	1634.55	1587.42	1746.84	1566.3
PTPRJ	754.651	830.613	798.307	845.271	815.614	863.357	742.987	798.746	885.559
CCBL1	315.254	331.841	362.166	294.436	326.986	291.548	359.156	419.287	371.995
TMCC1	335.343	329.149	334.426	335.995	355.366	384.655	361.898	390.523	325.307
GBP1P1	11.3327	17.5008	15.4113	9.15711	13.573	8.46428	19.1916	27.6574	12.0484
LRRC28	165.869	183.085	183.395	186.664	204.212	186.214	211.107	214.622	191.269
SAR1B	1795.19	1620.84	1696.79	1739.85	1930.45	1846.15	1573.71	1365.17	1685.27
H2AFV	3453.88	3319.09	3344.26	3398.7	3594.99	3502.33	3235.15	3255.83	3469.95
ARFGAP1	1976.52	2159.33	2080.53	1968.78	1935.39	2006.03	1705.3	1931.59	1850.94
ALKBH6	196.776	230.202	269.698	180.325	166.578	213.488	178.207	225.685	213.86
FLJ11235	11.8478	20.1932	12.3291	8.45271	11.7221	8.46428	10.9666	7.74408	12.0484
SCRIB	3674.35	3857.57	3889.82	3074.68	3667.18	3603.9	3084.36	3904.12	3420.25
PGP	1389.8	1498.33	1715.28	1429.21	1301.77	1311.02	1280.35	1374.02	1108.45
NRIP1	1389.28	1404.1	1248.32	1431.33	1430.1	1450.21	1428.4	1286.62	1390.09
PSG4	33.4828	29.6167	35.4461	19.723	32.0816	25.3928	16.4499	30.9763	18.0726
EML4	4453.22	4309.23	3988.45	4680.69	4493.28	4424	4000.07	4352.17	4585.93
GPR155	592.904	549.255	565.596	570.558	637.314	640.464	647.03	525.491	617.482
FAM210A	776.287	751.86	690.428	919.233	812.529	766.488	677.188	662.672	686.76
KLHL14	97.8729	107.024	103.256	87.3447	98.7127	97.8095	93.2161	116.161	88.8571
PMP22	195.231	162.219	178.771	170.463	153.005	152.357	142.566	184.752	203.317
FARS2	440.428	421.365	463.881	498.006	459.014	462.714	416.731	482.346	457.84
TBC1D1	1206.93	1239.19	1194.38	1122.1	1187.64	1190.64	1252.93	1312.07	1254.54
KIAA1211	553.239	590.987	503.951	570.558	610.785	650.809	597.68	578.593	570.794
ZNF324	545.513	495.406	542.479	502.937	483.075	503.155	419.473	491.196	490.973
SNX16	199.352	195.874	191.101	253.581	201.744	215.369	205.624	170.37	221.39
THAP7	1407.33	1283.76	1528.22	1269.94	1318.66	1224.17	1209.07	1317.64	1303.84
LZTS2	1322.83	1329	1420.39	1235.08	1331.61	1279.31	1034.94	1356.7	1273.33
TTLL12	4902.92	4917.71	4942.41	4718.02	4911.57	4514.28	3720.42	4458.38	3807.3
PI4KAP2	84.9949	95.5811	89.3857	73.9613	64.7802	89.3452	84.9912	79.6534	70.7845
PTBP2	1307.38	1284.29	1145.06	1446.82	1299.92	1347.7	1200.84	1013.37	1204.84
PMF1-BGLAP	18.5821	41.1703	58.2657	14.9269	25.8946	11.0791	61.9327	44.3513	8.34306
SCARB2	2595.69	2499.24	2308.62	2624.57	2571.47	2707.63	2793.74	2704.9	2903.67
CARKD	543.452	525.023	590.254	520.546	526.879	493.75	523.655	563.105	564.77
C5orf56	13.3931	9.42349	7.70567	8.45271	4.93564	6.58333	19.1916	15.4882	9.03632
VWA5A	18.5443	22.2125	21.5759	14.0879	14.8069	20.6905	24.6749	14.3819	31.6271
C11orf68	219.441	223.471	231.17	214.84	219.636	194.678	246.749	317.507	257.535
LOC202781	179.262	201.259	177.23	195.117	199.893	211.607	254.974	203.559	222.896
ASPSCR1	460.518	450.308	574.843	398.686	428.166	436.381	466.081	539.873	509.046
SLC46A3	158.657	167.603	138.702	171.167	164.727	183.393	164.499	167.051	189.763
FGF2	484.707	417.337	409.756	480.256	478.874	480.238	456.535	406.212	484.741
C6orf163	23.1804	18.1739	13.8702	21.1318	25.9121	24.4524	30.1582	19.9133	21.0847
RGS9BP	44.3004	44.425	46.234	43.6724	32.0816	40.4405	30.1582	47.5708	43.6755
HCG17	2.5756	4.71174	1.54113	7.74832	3.08477	7.52381	8.22495	11.063	1.50608
ARRDC4	915.884	901.962	878.446	981.924	959.981	899.095	1129.56	1211.4	1144.6
INPP5K	578.995	589.641	591.795	507.867	581.171	554.881	603.163	596.294	650.615
NINJ1	387.886	411.268	468.504	348.674	401.02	365.845	466.081	460.22	427.719
CACFD1	212.23	227.51	217.3	192.299	219.019	181.512	230.299	232.322	197.293
PIR	290.013	288.267	354.461	261.176	282.549	267.935	378.348	304.026	325.307
TMEM189	1013.24	928.89	990.943	847.385	939.005	936.714	880.07	892.782	867.487
AGPAT5	1655.08	1610.07	1528.8	1934.26	1675.65	1680.63	1614.83	1530.01	1623.53
TPRKB	477.002	485.983	388.366	571.263	500.35	492.809	520.914	387.204	421.695
SLC12A2	2410.25	2237.41	1958.78	2423.11	2448.08	2437.71	2311.21	1983.59	2242.51
ZNF829	243.137	234.241	220.382	243.016	254.185	241.702	208.366	215.728	236.45
GNB2	2628.66	2696.46	2891.17	2669.65	2546.79	2504.49	2190.58	2732.55	2387.09
EIF2AK3	699.018	692.626	733.579	676.217	696.542	675.262	611.388	577.487	750.014
PPAP2A	183.006	153.362	217.706	156.337	154.191	141.435	213.26	218.382	216.756
SEH1L	1578.33	1506.41	1513.39	1598.97	1552.87	1589.4	1436.62	1370.7	1331.35
VPS18	936.489	936.964	983.243	894.579	926.666	932.012	718.312	791.002	694.29
CAMSAP2	2153.2	2221.25	1729.15	2349.15	2269.16	2314.51	1768.36	1711.44	2019.62
MIR3687	69.5413	132.602	151.031	17.6098	28.9969	107.214	84.9912	80.7597	45.1816
APOM	19.1701	18.7735	20.983	19.9099	22.1031	23.0923	19.7095	20.4642	22.7428
MFN1	2772.38	2687.71	2787.91	3136.66	2934.85	2767.82	2727.94	2401.77	2924.75
MGME1	2240.77	2275.77	2151.42	2542.86	2306.79	2292.88	1935.61	2076.52	2233.48
MT1X	243.137	203.278	212.676	204.274	182.002	199.381	164.499	231.216	168.678
SLC2A6	493.485	474.54	544.02	438.132	475.672	471.178	359.156	461.326	403.622
GALK1	963.79	908.694	1188.21	878.378	868.672	857.714	923.936	1047.66	957.85
RBM14-RBM4	909.118	898.036	938.949	609.035	862.079	839.781	590.931	607.538	623.418
LBH	268.378	229.529	271.239	231.745	235.06	230.417	276.907	274.362	277.114
SYT1	173.08	192.508	166.442	209.205	188.788	189.036	216.59	203.559	248.499
LXN	29.3619	25.578	18.4936	35.2196	30.2308	28.2143	30.1582	27.6574	22.5908
CCDC117	2892.4	2660.12	2811.03	2859.13	2939.79	2963.44	2966.47	2798.93	2738
ACOX3	358.009	345.977	397.612	327.543	355.366	310.357	323.515	376.141	388.562
DEDD2	636.689	613.873	755.155	576.193	603.382	589.678	575.747	618.42	606.939
CCDC73	84.0815	85.4271	48.7551	108.756	87.8097	93.604	87.6057	57.4462	103.887
ANKRD13C	2417.98	2283.85	2169.92	2621.05	2440.06	2365.3	2201.55	2030.06	2189.8
ABCB10	1678.78	1592.57	1571.96	1827.2	1703.41	1645.83	1845.13	1582	1808.77
ZNF770	2524.09	2562.52	2136.01	2856.31	2586.89	2628.63	2470.23	2253.53	2491.01
LOC389458	3.23245	6.05796	0	7.04393	8.63736	4.70238	5.4833	7.74408	15.0605
POLM	237.986	280.685	240.417	177.507	225.188	236.059	252.232	295.381	219.884
ANO5	1269.77	1223.03	1171.26	1303.83	1331.39	1238.61	1428.4	1323.13	1489.49
EDC4	3606.36	3467.84	3695.64	3025.37	3579.57	3240.88	2854.06	3493.69	3281.69
EP400NL	44.3004	56.5409	46.234	52.8295	58.6107	72.4166	54.833	58.6337	40.6634
SNORD38A	1.54536	3.36553	3.08227	2.81757	4.93564	5.64285	2.74165	2.21259	7.53026
CDC26	20.0897	20.8663	27.7404	34.5153	25.2951	28.2143	21.9332	19.9133	16.5666
RTEL1-TNFRSF6B	222.527	257.422	266.799	185.805	235.275	220.277	254.916	228.785	283.126
NUP43	3622.33	3424.09	3469.09	3856.55	3702.34	3538.07	3566.89	3431.73	3600.97
SNORD58C	10.304	10.0989	6.16538	13.3847	9.87241	18.8115	8.22495	6.63874	7.53026
CLPB	2534.91	2582.04	2715.48	2387.19	2581.95	2444.3	2418.14	2665.07	2677.76
FSBP	95.9059	165.268	106.562	0.512058	0.391617	122.739	0.0748572	14.8744	0.0487676
SPATC1L	269.923	255.78	311.309	204.274	271.46	223.833	200.14	296.488	227.414
FKBP8	3257.11	3331.88	3677.14	3228.23	3239.63	2994.48	3287.24	3896.38	3557.3
SQSTM1	3049.1	3010.04	3401.81	2996.86	2925.58	2834.91	2439.71	2891.67	2566.55
ZBTB8A	788.649	774.072	765.943	774.832	847.695	897.214	882.812	730.156	823.811
TBC1D8B	345.646	322.418	297.439	386.712	334.389	353.619	389.314	357.334	415.671
ELMOD2	1755.53	1618.15	1496.44	2064.58	1808.91	1695.68	1905.45	1533.33	1927.75
FLT4	1242.47	1363.04	1350.03	1149.57	1236.38	1281.87	1252.93	1421.59	1356.95
C12orf49	1005.52	985.428	1020.23	843.863	1008.72	896.273	915.711	868.443	966.886
LMAN1	6280.86	5689.09	5400.13	6363.49	6342.29	6102.75	6404.5	5712.92	6632.66
STXBP6	194.2	188.47	155.654	216.249	188.171	212.548	246.749	189.177	216.872
CXXC1	877.765	867.634	943.173	884.717	819.933	779.654	800.562	858.487	769.593
HIST3H2BB	2963.49	2964.36	3338.09	3051.43	2601.08	2521.42	2856.8	3310.04	3219.94
ZBTB46	463.645	442.378	441.041	442.703	430.64	409.208	421.226	446.589	372.607
ZNF559	218.935	250.357	226.462	244.378	246.97	263.867	271.423	267.801	284.628
PAGE2B	1.03024	0	3.08227	4.22636	1.85086	4.70238	0	5.53149	3.01211
7-Mar	3208.69	2993.3	2934.32	3230.35	3171.15	3184.45	3344.81	2712.64	3161.21
RAB12	976.668	914.751	889.234	1098.85	1022.91	938.595	945.869	885.038	936.765
TRDMT1	434.247	432.807	442.305	465.604	442.356	443.905	526.397	458.007	486.455
CDKN1A	971.517	929.56	1100.37	795.964	955.046	886.869	849.912	928.183	971.404
MIS18BP1	1529.91	1429	1316.13	1562.34	1498.58	1556.49	1601.12	1432.65	1628.04
METTL22	266.832	257.127	261.993	262.034	285.033	277.44	254.974	286.531	281.632
WDR78	124.659	108.37	129.455	159.897	136.964	126.964	172.724	128.33	138.557
TSSK4	15.9687	21.5394	10.7879	19.723	21.5934	28.2143	10.9666	17.7008	15.0605
MAP2K6	356.978	333.861	351.378	368.397	363.386	353.619	378.348	350.696	365.971
MCTS1	1490.76	1552.18	1695.25	1733.51	1678.73	1663.7	1647.73	1443.72	1606.96
HES6	1042.09	1103.89	1303.8	988.263	1035.25	1004.43	932.161	1184.84	1046.71
ZNF468	393.037	383.671	406.859	467.012	434.336	395.94	350.931	371.716	447.298
